% f evaluations | g evaluations | best noise-free fitness - Fopt (6.870000000000e+000) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.560956753e+001 +2.247956753e+001 +2.247956753e+001 -5.9191e-001 -2.1180e+000 -2.0644e+000 -3.0596e+000 +2.1469e+000 +4.7330e+000 +2.4607e-001 -2.4859e+000 -4.9396e+000 +2.6410e+000 -1.6339e+000 -8.3060e-001 +3.3293e+000 -1.7185e+000 +1.7001e+000 +3.3019e+000 +1.0811e-001 -3.1487e+000 +2.6402e+000 +1.9484e+000
3 0 +7.404468489e+000 +1.427446849e+001 +1.427446849e+001 +5.8329e-002 -2.0188e+000 -2.2745e+000 +3.6547e-001 -1.5940e+000 +3.4018e+000 -1.5785e+000 +3.4688e+000 +2.4302e+000 +1.0598e+000 +3.3714e+000 +1.4097e+000 -2.0585e+000 +1.1849e+000 -2.5501e+000 -1.9303e+000 +3.5313e+000 +1.2226e+000 -2.1919e+000 -2.6896e+000
43 0 +6.947859606e+000 +1.381785961e+001 +1.381785961e+001 +2.8183e+000 +1.6352e-001 +3.3513e-001 -6.8039e-001 +2.6940e+000 -2.8142e+000 +3.9355e+000 -3.9992e+000 +1.7068e+000 +2.4302e+000 -3.6390e+000 +1.6638e+000 -1.6921e-001 -1.7334e+000 -1.2712e+000 -3.8113e+000 +1.8593e-001 -3.9731e+000 -1.3345e+000 -3.8275e+000
54 0 +5.531207966e+000 +1.240120797e+001 +1.240120797e+001 -2.2045e+000 -1.4935e+000 -4.5126e+000 +1.6254e+000 +2.1992e+000 -3.1403e+000 -1.8382e+000 +1.7995e+000 -3.7217e+000 +1.4930e+000 +8.3549e-001 -4.3402e+000 -1.5756e+000 +4.2196e+000 -1.7002e+000 -4.7244e+000 -1.0736e+000 +2.7559e+000 -4.9396e+000 -1.8728e+000
61 0 +5.049057666e+000 +1.191905767e+001 +1.191905767e+001 -3.0896e+000 -1.6865e+000 -1.4111e+000 -4.7779e+000 -4.9317e+000 +3.8822e+000 -2.5515e+000 -1.1695e+000 -1.3030e+000 -1.4707e+000 +1.6596e+000 -4.1224e-001 -4.6094e+000 +4.8570e+000 -5.2210e-001 -1.7603e+000 -2.5875e+000 -6.1901e-001 -3.5203e+000 +4.9973e+000
213 0 +4.192284300e+000 +1.106228430e+001 +1.106228430e+001 +1.3658e+000 +3.6267e+000 +4.8115e+000 -3.5274e+000 +1.4202e+000 -5.0699e-001 -8.1179e-001 +2.3340e+000 +8.3346e-001 +3.5482e+000 +2.1972e+000 -4.4851e-001 +2.2143e+000 +2.7160e+000 -6.6092e-001 +8.1845e-001 +2.7154e+000 +3.5527e+000 +2.2784e+000 +9.7519e-001
1447 0 +3.031470250e+000 +9.901470250e+000 +9.901470250e+000 -1.8527e+000 -1.5743e+000 -1.4238e+000 -1.0688e+000 +1.5570e+000 -1.2828e+000 -2.4441e-001 -2.0556e+000 +3.0679e+000 -2.6427e+000 +3.1551e+000 +7.8988e-001 -3.6562e+000 -2.4238e+000 -1.5881e+000 +2.8106e+000 -2.1419e+000 +2.7010e+000 -2.4456e+000 +4.5897e-001
7855 0 +2.991829265e+000 +9.861829265e+000 +9.861829265e+000 -1.3664e+000 +9.6209e-001 -2.2999e-001 +3.5594e+000 -2.3482e+000 -1.7602e-001 -3.7293e-001 +1.3027e-001 -1.5989e+000 -4.6268e+000 +1.7733e+000 +6.6992e-001 +2.0562e+000 -1.6647e+000 +1.9924e+000 -2.0136e+000 -3.0286e+000 +2.4709e+000 +1.5546e+000 +2.6512e+000
10164 0 +2.831013826e+000 +9.701013826e+000 +9.701013826e+000 -3.6424e+000 +4.2316e+000 +8.6233e-001 -4.3344e-001 +4.8777e+000 -1.7803e+000 +9.2648e-001 +5.2084e-001 +1.2402e+000 -7.1915e-002 -4.1981e+000 -5.8948e-001 -2.7787e+000 -1.7923e+000 -4.0232e-001 -1.0193e+000 -9.0366e-001 -5.7434e-001 +8.7201e-001 +2.3289e+000
12436 0 +2.777989374e+000 +9.647989374e+000 +9.647989374e+000 +4.5996e-001 +2.4460e+000 +6.6489e-001 +4.4379e-001 -2.2440e+000 -1.4077e+000 +2.2696e+000 +2.5253e+000 -2.9125e-001 +8.4709e-001 -1.2976e+000 +1.0548e+000 -7.5887e-001 +1.3011e+000 -1.8570e+000 -1.2122e+000 +4.9885e+000 +8.2187e-001 +8.9087e-001 +4.3756e+000
15186 0 +2.556890663e+000 +9.426890663e+000 +9.426890663e+000 -2.3532e+000 -1.2888e+000 -2.7859e+000 +1.6980e+000 +4.4877e+000 -1.0980e+000 -2.8422e+000 -3.5286e+000 -5.9958e-001 -3.3375e+000 +5.8160e-001 -7.4358e-001 -3.3621e+000 -3.0195e+000 -9.6250e-001 +2.3019e+000 +2.7770e+000 +2.1683e+000 -1.6960e+000 -2.3873e+000
15775 0 +2.447208534e+000 +9.317208534e+000 +9.317208534e+000 -1.3663e+000 +9.6178e-001 -2.2999e-001 +3.5590e+000 -2.3480e+000 -1.7604e-001 -3.7293e-001 +1.3037e-001 -1.5856e+000 -4.6267e+000 +1.7733e+000 +6.6989e-001 +2.0559e+000 -1.6647e+000 +1.9824e+000 -2.0136e+000 -3.0286e+000 +2.4613e+000 +1.5546e+000 +2.6512e+000
20975 0 +2.209507159e+000 +9.079507159e+000 +9.079507159e+000 -1.3663e+000 +9.5233e-001 -2.2999e-001 +3.5590e+000 -2.3480e+000 -1.7604e-001 -3.7293e-001 +1.3037e-001 -1.5856e+000 -4.6267e+000 +1.7733e+000 +6.6989e-001 +2.0559e+000 -1.6647e+000 +1.9824e+000 -2.0136e+000 -3.0286e+000 +2.4613e+000 +1.5546e+000 +2.6512e+000
22088 0 +1.630477892e+000 +8.500477892e+000 +8.500477892e+000 -8.2486e-001 +5.0593e-001 +1.6782e+000 -1.5706e+000 +1.1293e+000 -4.2642e-001 -1.5767e+000 +2.0013e+000 +1.1190e+000 +6.1979e-001 +1.1716e+000 +5.3937e-001 -1.0884e+000 +4.1492e-001 -1.0986e+000 -7.1599e-001 -3.0017e-001 +2.4529e+000 -1.2839e+000 +7.4373e-002
26408 0 +1.392347658e+000 +8.262347658e+000 +8.262347658e+000 -8.2486e-001 +5.0593e-001 +1.6782e+000 -1.5706e+000 +1.1293e+000 -4.3564e-001 -1.5767e+000 +2.0013e+000 +1.1190e+000 +6.2083e-001 +1.1716e+000 +5.3937e-001 -1.0884e+000 +4.1492e-001 -1.0986e+000 -7.1599e-001 -3.0017e-001 +2.4529e+000 -1.2742e+000 +7.4373e-002
48980 0 +1.282194130e+000 +8.152194130e+000 +8.152194130e+000 -8.2506e-001 +5.0691e-001 +1.6802e+000 -1.5706e+000 +1.1309e+000 -4.3540e-001 -1.5755e+000 +2.0011e+000 +1.1189e+000 +6.2169e-001 +1.1705e+000 +5.3955e-001 -1.0879e+000 +4.1533e-001 -1.0993e+000 -7.1523e-001 -2.9912e-001 +2.4544e+000 -1.2762e+000 +7.2591e-002
52071 0 +1.094491761e+000 +7.964491761e+000 +7.964491761e+000 +1.4603e+000 +1.9866e+000 -8.1934e-001 -3.6591e-001 -2.2183e+000 +4.5162e-001 -2.9558e+000 -9.1525e-001 -2.3021e-001 -1.9570e+000 +1.5390e+000 +8.2971e-001 -4.3811e+000 +3.2031e+000 -6.9978e-001 -1.3705e+000 +1.7399e+000 +8.9454e-001 -1.5199e+000 +2.9969e+000
53368 0 +1.034791934e+000 +7.904791934e+000 +7.904791934e+000 +1.4602e+000 +1.9868e+000 -8.1895e-001 -3.6560e-001 -2.2180e+000 +4.5164e-001 -2.9555e+000 -9.1522e-001 -2.3033e-001 -1.9570e+000 +1.5386e+000 +8.2992e-001 -4.3809e+000 +3.2029e+000 -6.9997e-001 -1.3705e+000 +1.7403e+000 +8.9511e-001 -1.5206e+000 +2.9967e+000
54211 0 +1.020478815e+000 +7.890478815e+000 +7.890478815e+000 +1.4603e+000 +1.9871e+000 -8.1913e-001 -3.6572e-001 -2.2184e+000 +4.5132e-001 -2.9551e+000 -9.1558e-001 -2.3044e-001 -1.9565e+000 +1.5386e+000 +8.2935e-001 -4.3811e+000 +3.2032e+000 -7.0028e-001 -1.3705e+000 +1.7409e+000 +8.9456e-001 -1.5207e+000 +2.9961e+000
54395 0 +9.962965865e-001 +7.866296587e+000 +7.866296587e+000 +1.4603e+000 +1.9869e+000 -8.1892e-001 -3.6569e-001 -2.2180e+000 +4.5156e-001 -2.9554e+000 -9.1535e-001 -2.3034e-001 -1.9568e+000 +1.5386e+000 +8.2969e-001 -4.3810e+000 +3.2029e+000 -7.0010e-001 -1.3704e+000 +1.7405e+000 +8.9497e-001 -1.5206e+000 +2.9964e+000
54728 0 +9.651932457e-001 +7.835193246e+000 +7.835193246e+000 +1.4603e+000 +1.9870e+000 -8.1896e-001 -3.6592e-001 -2.2181e+000 +4.5154e-001 -2.9553e+000 -9.1547e-001 -2.3027e-001 -1.9566e+000 +1.5387e+000 +8.2947e-001 -4.3811e+000 +3.2031e+000 -7.0012e-001 -1.3703e+000 +1.7405e+000 +8.9471e-001 -1.5205e+000 +2.9962e+000
54908 0 +9.521263550e-001 +7.822126355e+000 +7.822126355e+000 +1.4603e+000 +1.9874e+000 -8.1927e-001 -3.6669e-001 -2.2183e+000 +4.5125e-001 -2.9549e+000 -9.1625e-001 -2.3000e-001 -1.9559e+000 +1.5391e+000 +8.2838e-001 -4.3817e+000 +3.2036e+000 -7.0038e-001 -1.3698e+000 +1.7410e+000 +8.9368e-001 -1.5200e+000 +2.9953e+000
54931 0 +9.059565929e-001 +7.775956593e+000 +7.775956593e+000 +1.4603e+000 +1.9875e+000 -8.1911e-001 -3.6660e-001 -2.2182e+000 +4.5126e-001 -2.9548e+000 -9.1627e-001 -2.3003e-001 -1.9559e+000 +1.5390e+000 +8.2845e-001 -4.3816e+000 +3.2036e+000 -7.0045e-001 -1.3697e+000 +1.7412e+000 +8.9389e-001 -1.5202e+000 +2.9952e+000
56424 0 +8.904454898e-001 +7.760445490e+000 +7.760445490e+000 +1.4602e+000 +1.9876e+000 -8.1974e-001 -3.6754e-001 -2.2185e+000 +4.5098e-001 -2.9543e+000 -9.1703e-001 -2.2972e-001 -1.9558e+000 +1.5395e+000 +8.2772e-001 -4.3820e+000 +3.2053e+000 -7.0041e-001 -1.3694e+000 +1.7411e+000 +8.9246e-001 -1.5193e+000 +2.9949e+000
57975 0 +8.703577533e-001 +7.740357753e+000 +7.740357753e+000 +1.4601e+000 +1.9877e+000 -8.1985e-001 -3.6784e-001 -2.2185e+000 +4.5091e-001 -2.9541e+000 -9.1726e-001 -2.2963e-001 -1.9557e+000 +1.5396e+000 +8.2747e-001 -4.3822e+000 +3.2058e+000 -7.0042e-001 -1.3693e+000 +1.7412e+000 +8.9208e-001 -1.5191e+000 +2.9947e+000
7404669 0 +8.350139998e-001 +7.705014000e+000 +7.705014000e+000 +3.5231e+000 -7.6944e-001 +6.4188e-001 -4.2482e+000 -4.3255e+000 -2.4066e+000 +4.6503e+000 -1.5162e+000 -3.8824e-001 +4.5349e+000 +1.2735e-001 -8.4830e-001 +4.6019e+000 -4.7181e+000 -4.4041e+000 +6.5032e-001 +4.9981e+000 -3.5182e+000 +3.2290e-001 +4.7820e+000
7404702 0 +7.954630486e-001 +7.665463049e+000 +7.665463049e+000 +3.5230e+000 -7.6989e-001 +6.4144e-001 -4.2473e+000 -4.3254e+000 -2.4073e+000 +4.6514e+000 -1.5159e+000 -3.8644e-001 +4.5363e+000 +1.2706e-001 -8.4685e-001 +4.6021e+000 -4.7199e+000 -4.4032e+000 +6.4951e-001 +4.9983e+000 -3.5173e+000 +3.2240e-001 +4.7822e+000
7404808 0 +7.697982832e-001 +7.639798283e+000 +7.639798283e+000 +3.5229e+000 -7.7011e-001 +6.4146e-001 -4.2466e+000 -4.3253e+000 -2.4074e+000 +4.6515e+000 -1.5160e+000 -3.8604e-001 +4.5362e+000 +1.2685e-001 -8.4627e-001 +4.6017e+000 -4.7199e+000 -4.4026e+000 +6.4925e-001 +4.9981e+000 -3.5171e+000 +3.2229e-001 +4.7820e+000
7405326 0 +7.267277918e-001 +7.596727792e+000 +7.596727792e+000 +3.5232e+000 -7.7039e-001 +6.4133e-001 -4.2459e+000 -4.3258e+000 -2.4078e+000 +4.6525e+000 -1.5160e+000 -3.8536e-001 +4.5374e+000 +1.2562e-001 -8.4567e-001 +4.6016e+000 -4.7217e+000 -4.4017e+000 +6.4906e-001 +4.9980e+000 -3.5168e+000 +3.2222e-001 +4.7818e+000
7405893 0 +7.199621813e-001 +7.589962181e+000 +7.589962181e+000 +3.5244e+000 -7.7003e-001 +6.4098e-001 -4.2445e+000 -4.3274e+000 -2.4081e+000 +4.6535e+000 -1.5162e+000 -3.8555e-001 +4.5407e+000 +1.2139e-001 -8.4572e-001 +4.6017e+000 -4.7259e+000 -4.3988e+000 +6.4968e-001 +4.9966e+000 -3.5162e+000 +3.2291e-001 +4.7802e+000
7407389 0 +6.927228456e-001 +7.562722846e+000 +7.562722846e+000 +3.5247e+000 -7.6885e-001 +6.4076e-001 -4.2438e+000 -4.3297e+000 -2.4084e+000 +4.6542e+000 -1.5157e+000 -3.8401e-001 +4.5430e+000 +1.1946e-001 -8.4573e-001 +4.6016e+000 -4.7281e+000 -4.3981e+000 +6.4935e-001 +4.9940e+000 -3.5135e+000 +3.2237e-001 +4.7803e+000
7408435 0 +6.895209154e-001 +7.559520915e+000 +7.559520915e+000 +3.5246e+000 -7.6922e-001 +6.4091e-001 -4.2440e+000 -4.3291e+000 -2.4083e+000 +4.6540e+000 -1.5158e+000 -3.8445e-001 +4.5422e+000 +1.2016e-001 -8.4572e-001 +4.6016e+000 -4.7272e+000 -4.3984e+000 +6.4943e-001 +4.9947e+000 -3.5143e+000 +3.2245e-001 +4.7803e+000
7409326 0 +6.738236885e-001 +7.543823688e+000 +7.543823688e+000 +3.5244e+000 -7.6978e-001 +6.4074e-001 -4.2438e+000 -4.3278e+000 -2.4083e+000 +4.6538e+000 -1.5160e+000 -3.8455e-001 +4.5416e+000 +1.2090e-001 -8.4517e-001 +4.6017e+000 -4.7268e+000 -4.3982e+000 +6.4926e-001 +4.9959e+000 -3.5152e+000 +3.2262e-001 +4.7802e+000
7411880 0 +6.484885643e-001 +7.518488564e+000 +7.518488564e+000 +3.5246e+000 -7.6946e-001 +6.4118e-001 -4.2444e+000 -4.3289e+000 -2.4085e+000 +4.6539e+000 -1.5156e+000 -3.8448e-001 +4.5417e+000 +1.2056e-001 -8.4572e-001 +4.6014e+000 -4.7264e+000 -4.3987e+000 +6.4966e-001 +4.9947e+000 -3.5145e+000 +3.2225e-001 +4.7804e+000
